[VAMS][2018-05-03 14:46:24,024] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,260] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,260] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,260] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,260] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,261] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,261] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,261] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,261] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,261] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,261] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,261] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,261] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,261] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,261] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,261] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,261] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,261] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,261] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,261] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,261] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,261] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,261] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,261] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,261] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,261] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,261] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,261] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,261] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,261] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,261] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,261] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,261] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,261] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,261] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,261] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,261] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,262] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,262] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,262] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,262] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,262] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,262] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,262] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,262] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,262] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,262] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,262] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,262] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,262] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,262] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,262] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,262] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,262] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,262] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,262] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,262] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,262] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,262] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,262] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,262] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,262] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,262] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,262] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,262] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,262] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,262] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,262] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,262] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,262] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,262] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,263] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,263] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,263] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,263] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,263] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,263] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,263] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,263] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,263] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,263] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,263] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,263] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,263] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,263] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,263] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,263] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,263] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,263] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,263] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,263] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,263] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,263] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,263] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,263] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,263] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,263] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,263] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,263] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,263] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,263] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,263] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,263] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,263] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,263] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,263] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,263] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,264] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,264] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,264] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,264] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,264] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,264] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,264] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,264] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,264] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,264] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,264] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,264] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,264] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,264] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,264] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,264] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,264] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,264] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,264] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,264] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,264] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,264] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,264] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,264] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,264] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,264] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,264] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,264] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,264] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,264] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,264] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,264] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,264] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,264] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,264] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,264] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,264] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,265] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,265] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,265] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,265] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,265] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,265] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,265] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,265] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,265] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,265] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,265] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,265] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,265] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,265] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,265] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,265] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,265] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,265] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,265] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,265] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,265] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,265] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,265] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,265] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,265] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,265] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,265] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,265] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,265] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,265] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,265] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,265] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,265] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,265] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,265] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
[VAMS][2018-05-03 14:46:24,265] INFO | Thread=========》  建立连接失败....... | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(76)
[VAMS][2018-05-03 14:46:24,265] INFO | 重新建立连接：10.10.10.111:8989 | [Thread-0] com.huir.mina.customtelnet.NetService_java$1.run(68)
